Scan started at 10:05:42 07/10/2014
Input1Time (s)	x (nT)	y (nT)	z (nT)	Input1Frequency (Hz)	x (nT)	y (nT)	z (nT)	Input2Time (s)	x (nT)	y (nT)	z (nT)	Input2Frequency (Hz)	x (nT)	y (nT)	z (nT)
9.6447	3.85687	3.20972	-10.4976					9.6447	-0.986939	-0.943543	244.833	
9.64969	3.854	3.19861	-10.4745					9.64969	2.89331	2.98694	244.807	
9.65468	3.86249	3.18909	-10.4814					9.65468	0.636231	0.787048	244.732	
9.65967	3.87299	3.19165	-10.4899					9.65967	-3.2641	-3.16608	244.71	
9.66467	3.87036	3.18866	-10.4749					9.66467	-1.04108	-1.00067	244.724	
9.66966	3.8667	3.17804	-10.4476					9.66966	2.89148	2.98334	244.67	
9.67465	3.87531	3.17328	-10.4348					9.67465	0.706543	0.853821	244.586	
9.67964	3.88745	3.16571	-10.4364					9.67964	-3.2525	-3.15961	244.569	
9.68463	3.88959	3.15607	-10.4171					9.68463	-1.09955	-1.06396	244.585	
9.68963	3.89008	3.14313	-10.3801					9.68963	2.88568	2.96887	244.543	
9.69462	3.89783	3.1261	-10.3665					9.69462	0.77063	0.9104	244.467	
9.69961	3.91107	3.11768	-10.362					9.69961	-3.23621	-3.14484	244.45	
9.7046	3.91315	3.10858	-10.3313					9.7046	-1.16229	-1.12537	244.463	
9.7096	3.90491	3.09052	-10.2957					9.7096	2.86969	2.96094	244.428	
9.71459	3.91223	3.08081	-10.2856					9.71459	0.840271	0.977478	244.36	
9.71958	3.92804	3.07294	-10.2813					9.71958	-3.2218	-3.13562	244.342	
9.72457	3.92993	3.06268	-10.2521					9.72457	-1.22406	-1.18018	244.364	
9.72956	3.91718	3.0473	-10.2051					9.72956	2.85883	2.94977	244.326	
9.73456	3.92242	3.03595	-10.1846					9.73456	0.891113	1.03687	244.255	
9.73955	3.93964	3.03229	-10.1843					9.73955	-3.21771	-3.11755	244.245	
9.74454	3.93634	3.02039	-10.1558					9.74454	-1.28387	-1.24548	244.273	
9.74953	3.92468	3.00653	-10.1171					9.74953	2.85089	2.93774	244.243	
9.75452	3.93469	2.99957	-10.0977					9.75452	0.954285	1.09662	244.175	
9.75952	3.94995	2.99323	-10.093					9.75952	-3.20483	-3.1073	244.171	
9.76451	3.94415	2.97961	-10.0688					9.76451	-1.3493	-1.30817	244.204	
9.7695	3.9364	2.97345	-10.0339					9.7695	2.83716	2.91772	244.174	
9.77449	3.9419	2.96991	-10.0267					9.77449	1.01764	1.16132	244.107	
9.77948	3.94556	2.96191	-10.0265					9.77948	-3.1958	-3.09149	244.098	
9.78448	3.93921	2.95898	-10.0048					9.78448	-1.4209	-1.37158	244.122	
9.78947	3.93091	2.95142	-9.97083					9.78947	2.81885	2.9115	244.084	
9.79446	3.93433	2.94324	-9.94647					9.79446	1.08215	1.22778	244.019	
9.79945	3.94489	2.94	-9.948					9.79945	-3.1864	-3.08661	244.012	
9.80444	3.94336	2.93329	-9.93604					9.80444	-1.48401	-1.44605	244.039	
9.80944	3.93628	2.93243	-9.89313					9.80944	2.80524	2.89667	244.009	
9.81443	3.93481	2.92792	-9.88861					9.81443	1.13379	1.28986	243.945	
9.81942	3.93787	2.91913	-9.90106					9.81942	-3.18079	-3.07739	243.939	
9.82441	3.93402	2.91254	-9.86823					9.82441	-1.55066	-1.50983	243.963	
9.82941	3.92334	2.89832	-9.82727					9.82941	2.79425	2.8717	243.934	
9.8344	3.9259	2.8894	-9.82611					9.8344	1.20087	1.34058	243.858	
9.83939	3.93463	2.89667	-9.82477					9.83939	-3.16278	-3.06482	243.839	
9.84438	3.92426	2.89722	-9.79358					9.84438	-1.6123	-1.56873	243.873	
9.84937	3.91425	2.89105	-9.76929					9.84937	2.76837	2.85864	243.844	
9.85437	3.92029	2.8913	-9.75568					9.85437	1.26501	1.40735	243.772	
9.85936	3.91888	2.88293	-9.75311					9.85936	-3.1355	-3.03223	243.759	
9.86435	3.90967	2.87256	-9.73523					9.86435	-1.66858	-1.617	243.778	
9.86934	3.90912	2.8653	-9.70032					9.86934	2.75665	2.84772	243.75	
9.87433	3.90949	2.85968	-9.68244					9.87433	1.32629	1.47229	243.684	
9.87933	3.91168	2.86371	-9.67932					9.87933	-3.13544	-3.02832	243.655	
9.88432	3.90454	2.85425	-9.65759					9.88432	-1.73846	-1.69403	243.669	
9.88931	3.88989	2.83984	-9.62122					9.88931	2.7384	2.82227	243.647	
9.8943	3.89502	2.83191	-9.60748					9.8943	1.37927	1.52344	243.578	
9.89929	3.90143	2.8313	-9.60108					9.89929	-3.09918	-2.99634	243.548	
9.90429	3.89227	2.83472	-9.58411					9.90429	-1.78009	-1.73627	243.579	
9.90928	3.8819	2.82922	-9.55237					9.90928	2.71783	2.80402	243.571	
9.91427	3.88208	2.81995	-9.53241					9.91427	1.44366	1.58685	243.495	
9.91926	3.8855	2.81586	-9.52716					9.91926	-3.07422	-2.97668	243.458	
9.92425	3.88385	2.81268	-9.50427					9.92425	-1.84442	-1.80255	243.488	
9.92925	3.87354	2.80426	-9.46228					9.92925	2.68951	2.76971	243.479	
9.93424	3.86682	2.79877	-9.44159					9.93424	1.49774	1.63446	243.403	
9.93923	3.86786	2.79987	-9.4386					9.93923	-3.04938	-2.94366	243.374	
9.94422	3.86359	2.80353	-9.41522					9.94422	-1.89349	-1.84314	243.401	
9.94922	3.8573	2.79504	-9.37958					9.94922	2.66351	2.75195	243.388	
9.95421	3.85382	2.78357	-9.35523					9.95421	1.54907	1.6958	243.316	
9.9592	3.85266	2.77948	-9.34815					9.9592	-3.01819	-2.91132	243.272	
9.96419	3.84283	2.78058	-9.33392					9.96419	-1.94769	-1.90411	243.28	
9.96918	3.83496	2.77527	-9.29627					9.96918	2.63239	2.7179	243.252	
9.97418	3.83728	2.76422	-9.27045					9.97418	1.60272	1.75134	243.169	
9.97917	3.83557	2.76428	-9.26349					9.97917	-2.99127	-2.88232	243.115	
9.98416	3.8197	2.76703	-9.2367					9.98416	-1.99207	-1.95496	243.12	
9.98915	3.80548	2.75928	-9.19837					9.98915	2.6095	2.68433	243.09	
9.99414	3.80609	2.75562	-9.17645					9.99414	1.64984	1.80139	243.009	
9.99914	3.80774	2.75366	-9.16309					9.99914	-2.96118	-2.84479	242.96	
10.0041	3.79639	2.74658	-9.13733					10.0041	-2.04334	-1.99304	242.972	
10.0091	3.78265	2.73877	-9.09906					10.0091	2.58429	2.66132	242.955	
10.0141	3.77802	2.73407	-9.07514					10.0141	1.70758	1.85089	242.875	
10.0191	3.77795	2.73053	-9.05756					10.0191	-2.92474	-2.80627	242.839	
10.0241	3.76642	2.72803	-9.02582					10.0241	-2.08319	-2.04047	242.861	
10.0291	3.75018	2.72357	-8.98255					10.0291	2.54907	2.6247	242.841	
10.0341	3.74695	2.71771	-8.9541					10.0341	1.74628	1.89667	242.755	
10.0391	3.74219	2.71289	-8.9397					10.0391	-2.89148	-2.7782	242.702	
10.0441	3.73108	2.70428	-8.90338					10.0441	-2.13812	-2.08948	242.718	
10.0491	3.71948	2.70093	-8.85883					10.0491	2.50269	2.58179	242.704	
10.054	3.71924	2.69879	-8.83185					10.054	1.79108	1.93115	242.619	
10.059	3.71137	2.69824	-8.81433					10.059	-2.8598	-2.75037	242.569	
10.064	3.69098	2.69275	-8.77442					10.064	-2.18555	-2.14111	242.582	
10.069	3.67889	2.68616	-8.72723					10.069	2.466	2.5426	242.565	
10.074	3.66425	2.68915	-8.70148					10.074	1.83893	1.97907	242.479	
10.079	3.65784	2.68793	-8.67706					10.079	-2.81854	-2.71039	242.407	
10.084	3.65045	2.6778	-8.63635					10.084	-2.23651	-2.19531	242.408	
10.089	3.62946	2.67633	-8.59332					10.089	2.43127	2.49719	242.398	
10.094	3.6189	2.68109	-8.55792					10.094	1.888	2.01965	242.328	
10.099	3.6134	2.67462	-8.52271					10.099	-2.77814	-2.66895	242.283	
10.104	3.59735	2.66724	-8.48224					10.104	-2.27252	-2.2276	242.304	
10.109	3.57953	2.66742	-8.43805					10.109	2.38824	2.46356	242.295	
10.114	3.57446	2.66272	-8.40564					10.114	1.93182	2.06903	242.21	
10.1189	3.56946	2.66083	-8.37994					10.1189	-2.73755	-2.62909	242.156	
10.1239	3.55621	2.66095	-8.34338					10.1239	-2.32043	-2.27734	242.189	
10.1289	3.54297	2.65497	-8.30597					10.1289	2.35791	2.42181	242.201	
10.1339	3.53241	2.65009	-8.27472					10.1339	1.97571	2.11383	242.132	
10.1389	3.52252	2.65228	-8.25055					10.1389	-2.69592	-2.58093	242.082	
10.1439	3.5105	2.64569	-8.21918					10.1439	-2.3584	-2.32007	242.106	
10.1489	3.49866	2.64148	-8.18604					10.1489	2.30841	2.37402	242.106	
10.1539	3.49237	2.64703	-8.16528					10.1539	2.01416	2.15509	242.026	
10.1589	3.48444	2.64539	-8.14203					10.1589	-2.64868	-2.53119	241.96	
10.1639	3.46997	2.64288	-8.11774					10.1639	-2.4032	-2.3559	241.966	
10.1689	3.45807	2.64221	-8.08582					10.1689	2.24084	2.31024	241.947	
10.1739	3.45447	2.64014	-8.06049					10.1739	2.03467	2.17029	241.858	
10.1789	3.45374	2.63556	-8.052					10.1789	-2.60205	-2.49072	241.796	
10.1838	3.44501	2.63434	-8.02814					10.1838	-2.4353	-2.38501	241.81	
10.1888	3.43024	2.63605	-7.99811					10.1888	2.20361	2.2757	241.788	
10.1938	3.42627	2.63928	-7.97546					10.1938	2.08081	2.21613	241.695	
10.1988	3.4245	2.63947	-7.96369					10.1988	-2.55457	-2.44696	241.642	
10.2038	3.4151	2.64227	-7.9411					10.2038	-2.47394	-2.42853	241.668	
10.2088	3.40308	2.63373	-7.9082					10.2088	2.1568	2.22882	241.658	
10.2138	3.39069	2.62647	-7.88995					10.2138	2.12134	2.25562	241.568	
10.2188	3.38269	2.62897	-7.86524					10.2188	-2.50317	-2.38971	241.518	
10.2238	3.36939	2.62695	-7.83374					10.2238	-2.5224	-2.47467	241.533	
10.2288	3.35541	2.63098	-7.79871					10.2288	2.09912	2.1698	241.529	
10.2338	3.34595	2.625	-7.77173					10.2338	2.16498	2.30127	241.46	
10.2388	3.33826	2.62238	-7.75232					10.2388	-2.45856	-2.33575	241.401	
10.2437	3.32263	2.62891	-7.716					10.2437	-2.55908	-2.50342	241.418	
10.2487	3.30933	2.62317	-7.67426					10.2487	2.05304	2.12109	241.409	
10.2537	3.29865	2.61945	-7.63629					10.2537	2.19824	2.33478	241.327	
10.2587	3.28168	2.62341	-7.60462					10.2587	-2.39929	-2.27741	241.277	
10.2637	3.27039	2.62634	-7.57098					10.2637	-2.58325	-2.53326	241.302	
10.2687	3.25458	2.62439	-7.52741					10.2687	2.01141	2.07098	241.311	
10.2737	3.23908	2.6192	-7.49408					10.2737	2.23938	2.36676	241.237	
10.2787	3.22589	2.6178	-7.46509					10.2787	-2.34924	-2.23261	241.181	
10.2837	3.21588	2.61743	-7.42535					10.2837	-2.61847	-2.57153	241.202	
10.2887	3.2041	2.61554	-7.38489					10.2887	1.95758	2.01752	241.208	
10.2937	3.19012	2.61737	-7.35443					10.2937	2.27484	2.4071	241.139	
10.2987	3.17847	2.61853	-7.32794					10.2987	-2.28552	-2.16528	241.083	
10.3037	3.16162	2.61816	-7.29773					10.3037	-2.64594	-2.6015	241.112	
10.3086	3.14551	2.61542	-7.26526					10.3086	1.9032	1.95825	241.128	
10.3136	3.14002	2.61908	-7.23993					10.3136	2.29987	2.43976	241.055	
10.3186	3.13373	2.61957	-7.22034					10.3186	-2.24219	-2.11438	240.995	
10.3236	3.1189	2.612	-7.19159					10.3236	-2.6828	-2.63696	241.017	
10.3286	3.10651	2.61438	-7.1626					10.3286	1.84522	1.90723	241.03	
10.3336	3.10413	2.61957	-7.14618					10.3336	2.33276	2.47882	240.964	
10.3386	3.10413	2.61591	-7.13367					10.3386	-2.18579	-2.0498	240.906	
10.3436	3.09168	2.61273	-7.11047					10.3436	-2.72717	-2.67047	240.925	
10.3486	3.07727	2.61713	-7.07794					10.3486	1.78223	1.84186	240.936	
10.3536	3.06689	2.60754	-7.05731					10.3536	2.3689	2.49994	240.865	
10.3586	3.05634	2.60236	-7.03986					10.3586	-2.12592	-1.99957	240.81	
10.3636	3.0459	2.60883	-7.01636					10.3636	-2.75311	-2.70416	240.841	
10.3685	3.03272	2.61023	-6.98401					10.3685	1.72314	1.77435	240.848	
10.3735	3.01477	2.61292	-6.95355					10.3735	2.3963	2.52557	240.779	
10.3785	3.00226	2.61774	-6.92352					10.3785	-2.07147	-1.95056	240.731	
10.3835	2.99756	2.61664	-6.89063					10.3835	-2.784	-2.73969	240.763	
10.3885	2.97968	2.61658	-6.85712					10.3885	1.67511	1.72919	240.77	
10.3935	2.96222	2.61688	-6.81525					10.3935	2.42694	2.55902	240.701	
10.3985	2.95294	2.6131	-6.7865					10.3985	-2.01526	-1.89014	240.654	
10.4035	2.94019	2.61688	-6.75836					10.4035	-2.8219	-2.77142	240.675	
10.4085	2.92566	2.61676	-6.71582					10.4085	1.61505	1.67249	240.681	
10.4135	2.9104	2.61585	-6.67932					10.4135	2.47388	2.60742	240.608	
10.4185	2.89941	2.62341	-6.65485					10.4185	-1.95483	-1.8222	240.54	
10.4235	2.88544	2.62756	-6.62463					10.4235	-2.86029	-2.81	240.559	
10.4285	2.86926	2.6225	-6.58588					10.4285	1.54926	1.59991	240.557	
10.4334	2.85632	2.61359	-6.55396					10.4334	2.50348	2.63239	240.47	
10.4384	2.84027	2.61597	-6.5304					10.4384	-1.90045	-1.77509	240.405	
10.4434	2.8255	2.61774	-6.5022					10.4434	-2.89459	-2.84741	240.412	
10.4484	2.81512	2.61566	-6.47022					10.4484	1.49426	1.54749	240.407	
10.4534	2.80512	2.62189	-6.43817					10.4534	2.52667	2.65649	240.33	
10.4584	2.79895	2.62268	-6.41022					10.4584	-1.84552	-1.72095	240.267	
10.4634	2.78772	2.61902	-6.38409					10.4634	-2.92804	-2.87116	240.284	
10.4684	2.76965	2.62518	-6.35187					10.4684	1.43756	1.49591	240.284	
10.4734	2.75427	2.62592	-6.32648					10.4734	2.5733	2.69507	240.209	
10.4784	2.74493	2.62048	-6.30646					10.4784	-1.78033	-1.65698	240.142	
10.4834	2.73834	2.62677	-6.28467					10.4834	-2.9563	-2.89801	240.154	
10.4884	2.72559	2.62769	-6.25696					10.4884	1.38104	1.43848	240.158	
10.4934	2.7124	2.62463	-6.2229					10.4934	2.59332	2.72015	240.072	
10.4983	2.70917	2.62659	-6.20325					10.4983	-1.72961	-1.59711	240.004	
10.5033	2.70197	2.63049	-6.18726					10.5033	-2.98669	-2.92883	240.024	
10.5083	2.68481	2.62647	-6.15845					10.5083	1.31842	1.37299	240.026	
10.5133	2.67188	2.62476	-6.13422					10.5133	2.62482	2.763	239.942	
10.5183	2.66699	2.63184	-6.11371					10.5183	-1.67145	-1.53729	239.872	
10.5233	2.6637	2.63086	-6.09387					10.5233	-3.0296	-2.97546	239.88	
10.5283	2.65094	2.62836	-6.07129					10.5283	1.25232	1.31012	239.866	
10.5333	2.6377	2.62793	-6.05066					10.5333	2.66357	2.79517	239.782	
10.5383	2.63178	2.62994	-6.03894					10.5383	-1.60577	-1.47443	239.709	
10.5433	2.62305	2.62854	-6.01233					10.5433	-3.0564	-2.99927	239.709	
10.5483	2.612	2.63159	-5.98395					10.5483	1.20996	1.25739	239.705	
10.5533	2.59601	2.63739	-5.96051					10.5533	2.70703	2.82349	239.628	
10.5582	2.58563	2.63513	-5.94263					10.5582	-1.54327	-1.41657	239.568	
10.5632	2.58185	2.63074	-5.91956					10.5632	-3.08435	-3.02606	239.597	
10.5682	2.56537	2.63019	-5.88367					10.5682	1.15399	1.20087	239.609	
10.5732	2.54724	2.63513	-5.85388					10.5732	2.74536	2.86176	239.537	
10.5782	2.54071	2.63355	-5.8288					10.5782	-1.47876	-1.34955	239.48	
10.5832	2.52954	2.63141	-5.81085					10.5832	-3.11096	-3.05377	239.504	
10.5882	2.51575	2.63409	-5.78796					10.5882	1.08862	1.13971	239.521	
10.5932	2.49957	2.6358	-5.75403					10.5932	2.77344	2.89612	239.464	
10.5982	2.48553	2.6405	-5.72388					10.5982	-1.41107	-1.27875	239.412	
10.6032	2.4801	2.64606	-5.69409					10.6032	-3.14838	-3.07861	239.429	
10.6082	2.47272	2.64819	-5.66303					10.6082	1.0249	1.08643	239.429	
10.6132	2.46484	2.65051	-5.64368					10.6132	2.79095	2.91821	239.339	
10.6182	2.45288	2.64917	-5.62061					10.6182	-1.36493	-1.23694	239.261	
10.6231	2.4339	2.65204	-5.59509					10.6231	-3.16705	-3.11481	239.269	
10.6281	2.41931	2.65308	-5.57312					10.6281	0.964661	1.01788	239.284	
10.6331	2.40564	2.64832	-5.54388					10.6331	2.81415	2.94299	239.234	
10.6381	2.39404	2.64905	-5.51544					10.6381	-1.30603	-1.16742	239.174	
10.6431	2.38904	2.64929	-5.49359					10.6431	-3.20544	-3.13989	239.185	
10.6481	2.38214	2.65533	-5.47876					10.6481	0.91156	0.958496	239.194	
10.6531	2.3728	2.65772	-5.46063					10.6531	2.84741	2.97211	239.119	
10.6581	2.3623	2.65637	-5.43646					10.6581	-1.2583	-1.12189	239.056	
10.6631	2.34839	2.65997	-5.41553					10.6631	-3.24176	-3.18097	239.077	
10.6681	2.3421	2.66058	-5.39185					10.6681	0.842346	0.893799	239.098	
10.6731	2.3382	2.66345	-5.37207					10.6731	2.8761	3.00171	239.037	
10.6781	2.3266	2.65961	-5.3584					10.6781	-1.19489	-1.05511	238.963	
10.6831	2.3158	2.6571	-5.33814					10.6831	-3.26593	-3.20129	238.962	
10.688	2.29932	2.66046	-5.3114					10.688	0.787598	0.834046	238.963	
10.693	2.28552	2.65863	-5.284					10.693	2.89545	3.01312	238.885	
10.698	2.27979	2.66211	-5.26685					10.698	-1.13757	-0.99707	238.806	
10.703	2.27051	2.66681	-5.24646					10.703	-3.29401	-3.22022	238.809	
10.708	2.25629	2.6665	-5.21668					10.708	0.720947	0.771301	238.816	
10.713	2.23883	2.67059	-5.18176					10.713	2.91357	3.0332	238.751	
10.718	2.22473	2.66815	-5.14813					10.718	-1.07794	-0.947205	238.675	
10.723	2.21796	2.66657	-5.12299					10.723	-3.30206	-3.24384	238.671	
10.728	2.1991	2.66742	-5.08893					10.728	0.668518	0.719483	238.674	
10.733	2.17346	2.66742	-5.0484					10.733	2.93488	3.0517	238.61	
10.738	2.15698	2.67126	-5.01166					10.738	-1.02228	-0.890686	238.548	
10.743	2.13916	2.67249	-4.97382					10.743	-3.32965	-3.26422	238.56	
10.7479	2.12061	2.67645	-4.93189					10.7479	0.611023	0.657593	238.583	
10.7529	2.10132	2.67865	-4.88617					10.7529	2.9552	3.07733	238.534	
10.7579	2.08405	2.6814	-4.83923					10.7579	-0.966309	-0.821838	238.468	
10.7629	2.06311	2.6853	-4.79279					10.7629	-3.34125	-3.26801	238.47	
10.7679	2.03552	2.68738	-4.7428					10.7679	0.560181	0.612305	238.495	
10.7729	2.01801	2.68921	-4.69849					10.7729	2.96741	3.08984	238.446	
10.7779	1.9964	2.69049	-4.65912					10.7779	-0.913452	-0.770813	238.376	
10.7829	1.96857	2.69147	-4.61591					10.7829	-3.35559	-3.28717	238.384	
10.7879	1.94299	2.70282	-4.56561					10.7879	0.505066	0.553955	238.406	
10.7929	1.91962	2.70831	-4.51733					10.7929	2.98822	3.10938	238.36	
10.7979	1.90002	2.70526	-4.47144					10.7979	-0.847595	-0.712219	238.301	
10.8029	1.87274	2.70648	-4.42481					10.8029	-3.36652	-3.3028	238.299	
10.8079	1.84387	2.70209	-4.37219					10.8079	0.448364	0.492676	238.321	
10.8128	1.82257	2.7099	-4.31616					10.8128	3.00391	3.11572	238.286	
10.8178	1.80341	2.71796	-4.26581					10.8178	-0.790711	-0.65271	238.226	
10.8228	1.78339	2.72064	-4.21954					10.8228	-3.37805	-3.3067	238.236	
10.8278	1.75281	2.72589	-4.17181					10.8278	0.393494	0.43927	238.26	
10.8328	1.72223	2.72583	-4.12268					10.8328	3.01361	3.12732	238.211	
10.8378	1.7063	2.72833	-4.07648					10.8378	-0.737244	-0.596375	238.15	
10.8428	1.68658	2.73694	-4.03455					10.8428	-3.38855	-3.31519	238.155	
10.8478	1.659	2.73724	-3.99103					10.8478	0.334839	0.388916	238.176	
10.8528	1.63519	2.73615	-3.94067					10.8528	3.02106	3.14618	238.134	
10.8578	1.61639	2.74085	-3.89795					10.8578	-0.673218	-0.532715	238.072	
10.8628	1.59876	2.74152	-3.86383					10.8628	-3.38678	-3.31958	238.078	
10.8678	1.58081	2.74988	-3.83044					10.8678	0.287903	0.333618	238.105	
10.8727	1.55786	2.75421	-3.79157					10.8727	3.03449	3.15009	238.057	
10.8777	1.54291	2.75085	-3.76257					10.8777	-0.617249	-0.468933	237.976	
10.8827	1.53436	2.75635	-3.73267					10.8827	-3.39392	-3.31043	237.963	
10.8877	1.51154	2.76025	-3.69428					10.8877	0.232239	0.279846	237.974	
10.8927	1.48975	2.76062	-3.66016					10.8927	3.02972	3.14441	237.922	
10.8977	1.47705	2.76404	-3.62726					10.8977	-0.569641	-0.425232	237.84	
10.9027	1.45911	2.76471	-3.59271					10.9027	-3.39795	-3.3244	237.82	
10.9077	1.44556	2.76697	-3.55841					10.9077	0.163391	0.213745	237.835	
10.9127	1.42987	2.77118	-3.52301					10.9127	3.02612	3.14276	237.788	
10.9177	1.4043	2.77258	-3.48285					10.9177	-0.513916	-0.371643	237.713	
10.9227	1.39355	2.77551	-3.44721					10.9227	-3.41327	-3.33185	237.696	
10.9277	1.37982	2.7818	-3.41461					10.9277	0.102783	0.151855	237.708	
10.9327	1.35815	2.78796	-3.38403					10.9327	3.02594	3.13971	237.661	
10.9376	1.33881	2.7854	-3.35376					10.9376	-0.460938	-0.322693	237.566	
10.9426	1.32086	2.78918	-3.32117					10.9426	-3.41162	-3.33637	237.536	
10.9476	1.30194	2.78992	-3.28113					10.9476	0.045044	0.0963745	237.558	
10.9526	1.28357	2.78491	-3.23853					10.9526	3.02338	3.13611	237.518	
10.9576	1.26392	2.79468	-3.20575					10.9576	-0.404236	-0.260254	237.43	
10.9626	1.24298	2.80017	-3.16724					10.9626	-3.40369	-3.32605	237.406	
10.9676	1.22034	2.79858	-3.12512					10.9676	-0.00384522	0.0437012	237.421	
10.9726	1.19543	2.80121	-3.08838					10.9726	3.01617	3.13031	237.365	
10.9776	1.17731	2.80975	-3.04718					10.9776	-0.358521	-0.215759	237.259	
10.9826	1.15698	2.81293	-3.00336					10.9826	-3.40588	-3.32996	237.222	
10.9876	1.13812	2.81909	-2.96198					10.9876	-0.0657959	-0.0158691	237.229	
10.9926	1.11169	2.82507	-2.91614					10.9926	3.01001	3.12164	237.173	
10.9976	1.0824	2.82147	-2.87122					10.9976	-0.300354	-0.165955	237.075	
11.0025	1.05963	2.82208	-2.8316					11.0025	-3.40179	-3.32916	237.037	
11.0075	1.03204	2.8277	-2.78162					11.0075	-0.121948	-0.0748291	237.045	
11.0125	1.00635	2.83356	-2.72369					11.0125	3.00739	3.117	236.991	
11.0175	0.976807	2.84454	-2.67285					11.0175	-0.237854	-0.0957031	236.896	
11.0225	0.943054	2.85596	-2.61768					11.0225	-3.38916	-3.31012	236.869	
11.0275	0.911194	2.85553	-2.56134					11.0275	-0.174133	-0.131836	236.883	
11.0325	0.878174	2.84906	-2.50385					11.0325	2.99951	3.10522	236.825	
11.0375	0.846802	2.85632	-2.43854					11.0375	-0.190369	-0.0505982	236.738	
11.0425	0.816956	2.87201	-2.37854					11.0425	-3.38934	-3.31335	236.709	
11.0475	0.782593	2.87848	-2.32745					11.0475	-0.227661	-0.187195	236.7	
11.0525	0.748779	2.88739	-2.26636					11.0525	2.98834	3.09412	236.63	
11.0575	0.71759	2.8949	-2.19873					11.0575	-0.131958	0.0102539	236.523	
11.0624	0.679138	2.89429	-2.14435					11.0624	-3.37549	-3.29572	236.472	
11.0674	0.644409	2.89404	-2.08392					11.0674	-0.298828	-0.258484	236.466	
11.0724	0.615967	2.90216	-2.02386					11.0724	2.97644	3.07556	236.411	
11.0774	0.58429	2.90918	-1.97394					11.0774	-0.0744019	0.0651245	236.32	
11.0824	0.54834	2.91272	-1.91913					11.0824	-3.37225	-3.284	236.289	
11.0874	0.5177	2.91827	-1.86279					11.0874	-0.339905	-0.292908	236.294	
11.0924	0.493347	2.92572	-1.81226					11.0924	2.98254	3.08057	236.239	
11.0974	0.470032	2.92596	-1.77124					11.0974	-0.0192871	0.120667	236.154	
11.1024	0.446167	2.92767	-1.7356					11.1024	-3.36322	-3.27606	236.122	
11.1074	0.421021	2.93933	-1.69818					11.1074	-0.398499	-0.351685	236.123	
11.1124	0.400269	2.93799	-1.66016					11.1124	2.96753	3.065	236.067	
11.1174	0.385376	2.93884	-1.62805					11.1174	0.0494385	0.185852	235.983	
11.1224	0.368713	2.94849	-1.599					11.1224	-3.34168	-3.26312	235.96	
11.1273	0.345642	2.94928	-1.56372					11.1273	-0.452454	-0.410706	235.974	
11.1323	0.326355	2.9472	-1.5351					11.1323	2.9621	3.07196	235.929	
11.1373	0.309326	2.95361	-1.50586					11.1373	0.0950928	0.241638	235.842	
11.1423	0.289673	2.96033	-1.46973					11.1423	-3.34082	-3.25983	235.816	
11.1473	0.269897	2.9613	-1.43201					11.1473	-0.50824	-0.466858	235.842	
11.1523	0.244141	2.96497	-1.3866					11.1523	2.95544	3.05835	235.805	
11.1573	0.218018	2.97192	-1.35065					11.1573	0.165833	0.315796	235.717	
11.1623	0.194702	2.98224	-1.31177					11.1623	-3.32709	-3.24011	235.686	
11.1673	0.169678	2.98865	-1.26343					11.1673	-0.573425	-0.529541	235.694	
11.1723	0.147522	2.98895	-1.22119					11.1723	2.94836	3.05267	235.648	
11.1773	0.119629	2.99286	-1.18298					11.1773	0.225525	0.360107	235.569	
11.1823	0.0935059	2.99274	-1.15137					11.1823	-3.31763	-3.23993	235.539	
